msg_id,ts,channel,answered,response_minutes,loss_reason,intent,care_type
msg_20260321_00625,2026-03-21T13:46:00+00:00,website,True,20,,custom,refund_request
msg_20260321_00626,2026-03-21T14:58:00+00:00,instagram,True,12,,care,general_question
msg_20260321_00627,2026-03-21T19:05:00+00:00,website,True,120,,care,general_question
msg_20260321_00628,2026-03-21T13:32:00+00:00,instagram,True,12,,intake,general_question
msg_20260321_00629,2026-03-21T10:36:00+00:00,website,True,8,,care,refund_request
msg_20260322_00630,2026-03-22T16:00:00+00:00,website,True,12,,intake,complaint_late
msg_20260322_00631,2026-03-22T18:41:00+00:00,website,True,35,,general,complaint_damaged
msg_20260322_00632,2026-03-22T18:41:00+00:00,website,True,5,,care,refund_request
msg_20260322_00633,2026-03-22T20:35:00+00:00,whatsapp,True,20,,care,general_question
msg_20260322_00634,2026-03-22T09:00:00+00:00,instagram,True,12,,general,general_question
msg_20260322_00635,2026-03-22T16:20:00+00:00,whatsapp,True,12,,intake,status
msg_20260322_00636,2026-03-22T20:53:00+00:00,website,True,12,,general,status
msg_20260322_00637,2026-03-22T21:25:00+00:00,website,True,35,,intake,status
msg_20260322_00638,2026-03-22T17:39:00+00:00,website,True,8,,care,general_question
msg_20260322_00639,2026-03-22T18:03:00+00:00,website,True,12,,general,complaint_damaged
msg_20260322_00640,2026-03-22T12:38:00+00:00,whatsapp,True,12,,general,general_question
msg_20260322_00641,2026-03-22T19:06:00+00:00,whatsapp,False,,no_reply_30min,intake,complaint_late
msg_20260322_00642,2026-03-22T20:05:00+00:00,website,True,35,,intake,complaint_taste
msg_20260322_00643,2026-03-22T14:28:00+00:00,instagram,False,,price_concern,intake,status
msg_20260323_00644,2026-03-23T12:23:00+00:00,whatsapp,True,20,,general,complaint_damaged
msg_20260323_00645,2026-03-23T17:58:00+00:00,website,True,12,,care,complaint_taste
msg_20260324_00646,2026-03-24T17:10:00+00:00,whatsapp,True,20,,intake,complaint_damaged
msg_20260324_00647,2026-03-24T21:35:00+00:00,whatsapp,True,60,,intake,complaint_damaged
msg_20260324_00648,2026-03-24T19:16:00+00:00,website,False,,no_reply_30min,general,refund_request
msg_20260324_00649,2026-03-24T19:59:00+00:00,whatsapp,True,35,,custom,general_question
msg_20260324_00650,2026-03-24T17:04:00+00:00,website,False,,price_concern,intake,refund_request
msg_20260324_00651,2026-03-24T13:20:00+00:00,whatsapp,True,12,,care,status
msg_20260324_00652,2026-03-24T18:47:00+00:00,website,True,5,,care,general_question
msg_20260324_00653,2026-03-24T18:06:00+00:00,website,True,20,,general,complaint_late
msg_20260324_00654,2026-03-24T17:55:00+00:00,website,True,20,,intake,status
msg_20260324_00655,2026-03-24T21:17:00+00:00,website,True,5,,custom,complaint_damaged
msg_20260324_00656,2026-03-24T19:09:00+00:00,whatsapp,False,,no_reply_30min,custom,complaint_late
msg_20260325_00657,2026-03-25T09:58:00+00:00,website,False,,allergen_unclear,custom,complaint_taste
msg_20260325_00658,2026-03-25T16:26:00+00:00,whatsapp,True,12,,intake,complaint_late
msg_20260325_00659,2026-03-25T13:40:00+00:00,website,True,8,,intake,general_question
msg_20260325_00660,2026-03-25T16:32:00+00:00,website,False,,no_reply_30min,custom,refund_request
msg_20260325_00661,2026-03-25T20:48:00+00:00,website,False,,no_reply_30min,intake,general_question
msg_20260325_00662,2026-03-25T11:04:00+00:00,website,True,60,,intake,complaint_damaged
msg_20260325_00663,2026-03-25T15:16:00+00:00,whatsapp,True,20,,intake,refund_request
msg_20260325_00664,2026-03-25T12:46:00+00:00,website,True,35,,care,status
msg_20260325_00665,2026-03-25T12:00:00+00:00,website,True,12,,care,complaint_late
msg_20260325_00666,2026-03-25T19:03:00+00:00,instagram,True,5,,intake,status
msg_20260325_00667,2026-03-25T09:52:00+00:00,website,True,60,,intake,status
msg_20260325_00668,2026-03-25T14:34:00+00:00,website,True,60,,custom,complaint_late
msg_20260325_00669,2026-03-25T12:22:00+00:00,whatsapp,False,,no_reply_30min,care,general_question
msg_20260326_00670,2026-03-26T15:40:00+00:00,website,True,35,,intake,status
msg_20260326_00671,2026-03-26T17:47:00+00:00,website,False,,no_reply_30min,general,refund_request
msg_20260326_00672,2026-03-26T20:50:00+00:00,instagram,True,20,,intake,general_question
msg_20260326_00673,2026-03-26T10:19:00+00:00,instagram,True,12,,care,general_question
msg_20260326_00674,2026-03-26T19:50:00+00:00,whatsapp,True,20,,intake,refund_request
msg_20260326_00675,2026-03-26T20:04:00+00:00,website,True,8,,intake,status
msg_20260326_00676,2026-03-26T11:10:00+00:00,website,True,120,,intake,complaint_late
msg_20260326_00677,2026-03-26T13:20:00+00:00,website,False,,price_concern,care,general_question
msg_20260326_00678,2026-03-26T14:33:00+00:00,instagram,False,,no_reply_30min,intake,complaint_damaged
msg_20260326_00679,2026-03-26T14:01:00+00:00,whatsapp,True,8,,custom,status
msg_20260326_00680,2026-03-26T21:13:00+00:00,website,True,5,,intake,status
msg_20260326_00681,2026-03-26T15:05:00+00:00,instagram,True,60,,intake,general_question
msg_20260326_00682,2026-03-26T14:06:00+00:00,website,True,60,,intake,complaint_taste
msg_20260326_00683,2026-03-26T15:13:00+00:00,website,True,20,,intake,complaint_damaged
msg_20260326_00684,2026-03-26T15:16:00+00:00,whatsapp,True,20,,intake,complaint_damaged
msg_20260327_00685,2026-03-27T19:52:00+00:00,website,False,,date_unavailable,custom,refund_request
msg_20260327_00686,2026-03-27T09:49:00+00:00,instagram,True,60,,intake,refund_request
msg_20260327_00687,2026-03-27T21:46:00+00:00,website,False,,no_reply_30min,custom,complaint_damaged
msg_20260327_00688,2026-03-27T14:50:00+00:00,instagram,True,3,,custom,general_question
msg_20260327_00689,2026-03-27T10:22:00+00:00,website,True,35,,intake,general_question
msg_20260327_00690,2026-03-27T15:02:00+00:00,website,True,20,,care,complaint_damaged
msg_20260327_00691,2026-03-27T13:02:00+00:00,website,True,3,,care,general_question
msg_20260327_00692,2026-03-27T14:05:00+00:00,instagram,True,3,,intake,complaint_taste
msg_20260327_00693,2026-03-27T19:19:00+00:00,instagram,True,35,,care,complaint_taste
msg_20260327_00694,2026-03-27T15:19:00+00:00,website,False,,price_concern,care,general_question
msg_20260327_00695,2026-03-27T18:19:00+00:00,website,True,3,,intake,complaint_taste
msg_20260327_00696,2026-03-27T10:58:00+00:00,website,True,12,,intake,status
msg_20260327_00697,2026-03-27T17:32:00+00:00,website,True,20,,care,complaint_damaged
msg_20260327_00698,2026-03-27T13:42:00+00:00,instagram,True,120,,general,refund_request
msg_20260327_00699,2026-03-27T15:36:00+00:00,website,True,35,,intake,complaint_taste
msg_20260327_00700,2026-03-27T12:31:00+00:00,website,True,60,,intake,status
msg_20260327_00701,2026-03-27T21:18:00+00:00,whatsapp,True,20,,custom,general_question
msg_20260327_00702,2026-03-27T14:39:00+00:00,whatsapp,True,12,,intake,complaint_late
msg_20260327_00703,2026-03-27T09:56:00+00:00,website,False,,date_unavailable,care,status
msg_20260327_00704,2026-03-27T20:57:00+00:00,whatsapp,True,60,,intake,complaint_damaged
msg_20260327_00705,2026-03-27T19:30:00+00:00,whatsapp,True,20,,general,complaint_late
msg_20260327_00706,2026-03-27T17:22:00+00:00,whatsapp,True,12,,care,complaint_damaged
msg_20260327_00707,2026-03-27T19:40:00+00:00,website,True,5,,intake,complaint_late
msg_20260327_00708,2026-03-27T14:41:00+00:00,website,True,20,,general,general_question
msg_20260327_00709,2026-03-27T16:00:00+00:00,whatsapp,True,35,,intake,complaint_late
msg_20260328_00710,2026-03-28T14:45:00+00:00,website,True,120,,care,status
msg_20260328_00711,2026-03-28T15:20:00+00:00,website,True,20,,intake,complaint_late
msg_20260328_00712,2026-03-28T10:09:00+00:00,whatsapp,True,120,,care,complaint_damaged
msg_20260328_00713,2026-03-28T20:22:00+00:00,website,True,8,,care,complaint_late
msg_20260328_00714,2026-03-28T09:13:00+00:00,website,True,35,,intake,status
msg_20260328_00715,2026-03-28T13:31:00+00:00,whatsapp,True,5,,custom,complaint_taste
msg_20260328_00716,2026-03-28T15:29:00+00:00,whatsapp,True,60,,general,complaint_damaged
msg_20260328_00717,2026-03-28T16:56:00+00:00,instagram,True,12,,intake,refund_request
msg_20260328_00718,2026-03-28T15:25:00+00:00,whatsapp,True,5,,custom,status
msg_20260328_00719,2026-03-28T16:08:00+00:00,whatsapp,True,8,,care,general_question
msg_20260328_00720,2026-03-28T19:28:00+00:00,whatsapp,True,12,,intake,refund_request
msg_20260328_00721,2026-03-28T20:53:00+00:00,instagram,True,60,,intake,status
msg_20260328_00722,2026-03-28T11:31:00+00:00,whatsapp,True,35,,care,refund_request
msg_20260328_00723,2026-03-28T13:22:00+00:00,website,True,5,,care,complaint_damaged
msg_20260328_00724,2026-03-28T17:19:00+00:00,instagram,True,12,,intake,general_question
msg_20260328_00725,2026-03-28T19:59:00+00:00,website,False,,no_reply_30min,care,general_question
msg_20260328_00726,2026-03-28T17:24:00+00:00,instagram,True,35,,intake,status
msg_20260328_00727,2026-03-28T16:20:00+00:00,instagram,True,35,,custom,complaint_taste
msg_20260328_00728,2026-03-28T20:35:00+00:00,website,False,,price_concern,general,refund_request
msg_20260328_00729,2026-03-28T13:10:00+00:00,website,True,12,,intake,refund_request
msg_20260328_00730,2026-03-28T11:40:00+00:00,website,True,20,,care,complaint_taste
msg_20260329_00731,2026-03-29T18:16:00+00:00,website,True,35,,intake,status
msg_20260329_00732,2026-03-29T15:27:00+00:00,whatsapp,True,3,,custom,status
msg_20260329_00733,2026-03-29T13:43:00+00:00,website,True,20,,custom,complaint_late
msg_20260329_00734,2026-03-29T11:48:00+00:00,instagram,True,20,,intake,complaint_taste
msg_20260329_00735,2026-03-29T12:37:00+00:00,whatsapp,True,8,,custom,complaint_damaged
msg_20260329_00736,2026-03-29T10:01:00+00:00,instagram,True,20,,intake,refund_request
msg_20260329_00737,2026-03-29T13:19:00+00:00,website,True,35,,care,refund_request
msg_20260329_00738,2026-03-29T21:23:00+00:00,website,True,60,,intake,status
msg_20260329_00739,2026-03-29T20:07:00+00:00,whatsapp,False,,no_reply_30min,intake,status
msg_20260329_00740,2026-03-29T14:11:00+00:00,website,True,35,,general,general_question
msg_20260329_00741,2026-03-29T11:08:00+00:00,website,True,35,,general,complaint_damaged
msg_20260329_00742,2026-03-29T17:48:00+00:00,website,True,35,,general,complaint_taste
msg_20260329_00743,2026-03-29T13:32:00+00:00,instagram,True,12,,custom,complaint_taste
msg_20260330_00744,2026-03-30T14:56:00+00:00,whatsapp,False,,date_unavailable,intake,refund_request
msg_20260330_00745,2026-03-30T13:50:00+00:00,whatsapp,True,60,,intake,general_question
msg_20260331_00746,2026-03-31T14:03:00+00:00,website,True,120,,intake,complaint_damaged
msg_20260331_00747,2026-03-31T18:12:00+00:00,instagram,True,60,,intake,general_question
msg_20260331_00748,2026-03-31T17:49:00+00:00,website,True,12,,intake,refund_request
msg_20260331_00749,2026-03-31T13:23:00+00:00,website,True,12,,custom,status
msg_20260331_00750,2026-03-31T17:58:00+00:00,website,True,20,,custom,refund_request
msg_20260331_00751,2026-03-31T09:49:00+00:00,whatsapp,True,120,,intake,complaint_taste
msg_20260331_00752,2026-03-31T14:05:00+00:00,website,True,20,,custom,complaint_taste
msg_20260331_00753,2026-03-31T16:01:00+00:00,instagram,True,60,,intake,complaint_damaged
msg_20260331_00754,2026-03-31T15:27:00+00:00,instagram,False,,no_reply_30min,intake,complaint_damaged
msg_20260331_00755,2026-03-31T14:14:00+00:00,instagram,False,,no_reply_30min,care,complaint_taste
msg_20260331_00756,2026-03-31T21:28:00+00:00,instagram,False,,no_reply_30min,intake,complaint_damaged
msg_20260331_00757,2026-03-31T18:38:00+00:00,website,False,,no_reply_30min,intake,refund_request
msg_20260331_00758,2026-03-31T21:51:00+00:00,website,True,120,,intake,complaint_late
msg_20260401_00759,2026-04-01T16:32:00+00:00,website,True,5,,custom,general_question
msg_20260401_00760,2026-04-01T21:31:00+00:00,website,True,35,,intake,complaint_damaged
msg_20260401_00761,2026-04-01T11:32:00+00:00,instagram,False,,no_reply_30min,intake,complaint_damaged
msg_20260401_00762,2026-04-01T14:32:00+00:00,website,True,20,,care,complaint_taste
msg_20260401_00763,2026-04-01T19:43:00+00:00,website,True,120,,intake,general_question
msg_20260401_00764,2026-04-01T15:05:00+00:00,website,True,8,,intake,complaint_taste
msg_20260401_00765,2026-04-01T15:16:00+00:00,instagram,True,3,,care,complaint_taste
msg_20260401_00766,2026-04-01T15:55:00+00:00,website,True,20,,general,status
msg_20260401_00767,2026-04-01T14:24:00+00:00,website,True,5,,intake,complaint_damaged
msg_20260401_00768,2026-04-01T16:37:00+00:00,whatsapp,True,20,,intake,general_question
msg_20260401_00769,2026-04-01T12:30:00+00:00,website,True,8,,general,complaint_late
msg_20260401_00770,2026-04-01T19:51:00+00:00,whatsapp,False,,no_reply_30min,intake,complaint_taste
msg_20260401_00771,2026-04-01T12:55:00+00:00,website,True,20,,intake,status
msg_20260401_00772,2026-04-01T20:00:00+00:00,instagram,True,12,,general,refund_request
msg_20260401_00773,2026-04-01T20:17:00+00:00,whatsapp,True,20,,general,refund_request
msg_20260401_00774,2026-04-01T14:48:00+00:00,whatsapp,True,12,,intake,complaint_late
msg_20260401_00775,2026-04-01T08:50:00+00:00,instagram,True,20,,custom,complaint_damaged
msg_20260401_00776,2026-04-01T21:36:00+00:00,website,True,3,,intake,refund_request
msg_20260402_00777,2026-04-02T14:04:00+00:00,whatsapp,True,60,,intake,status
msg_20260402_00778,2026-04-02T13:51:00+00:00,website,True,35,,care,general_question
msg_20260402_00779,2026-04-02T20:47:00+00:00,whatsapp,True,20,,custom,complaint_taste
msg_20260402_00780,2026-04-02T19:00:00+00:00,website,True,12,,general,complaint_taste
msg_20260402_00781,2026-04-02T15:00:00+00:00,website,False,,no_reply_30min,intake,refund_request
msg_20260402_00782,2026-04-02T13:15:00+00:00,whatsapp,False,,price_concern,care,general_question
msg_20260402_00783,2026-04-02T19:42:00+00:00,whatsapp,True,120,,intake,general_question
msg_20260402_00784,2026-04-02T13:27:00+00:00,instagram,True,20,,care,complaint_taste
msg_20260402_00785,2026-04-02T13:04:00+00:00,instagram,False,,no_reply_30min,care,refund_request
msg_20260402_00786,2026-04-02T12:39:00+00:00,instagram,True,12,,general,refund_request
msg_20260402_00787,2026-04-02T18:47:00+00:00,instagram,False,,no_reply_30min,general,complaint_late
msg_20260402_00788,2026-04-02T21:33:00+00:00,whatsapp,True,60,,care,general_question
msg_20260402_00789,2026-04-02T18:48:00+00:00,website,True,8,,intake,general_question
msg_20260402_00790,2026-04-02T21:25:00+00:00,whatsapp,True,5,,intake,general_question
msg_20260403_00791,2026-04-03T16:31:00+00:00,whatsapp,True,8,,custom,complaint_damaged
msg_20260403_00792,2026-04-03T08:10:00+00:00,website,True,20,,general,complaint_taste
msg_20260403_00793,2026-04-03T15:15:00+00:00,website,True,12,,general,complaint_damaged
msg_20260403_00794,2026-04-03T19:33:00+00:00,instagram,True,3,,intake,refund_request
msg_20260403_00795,2026-04-03T14:16:00+00:00,whatsapp,False,,no_reply_30min,care,status
msg_20260403_00796,2026-04-03T12:22:00+00:00,whatsapp,True,3,,intake,complaint_late
msg_20260403_00797,2026-04-03T21:17:00+00:00,whatsapp,True,20,,custom,complaint_late
msg_20260403_00798,2026-04-03T21:55:00+00:00,whatsapp,True,8,,intake,refund_request
msg_20260403_00799,2026-04-03T15:04:00+00:00,whatsapp,True,20,,care,complaint_damaged
msg_20260403_00800,2026-04-03T16:55:00+00:00,website,True,120,,intake,complaint_taste
msg_20260403_00801,2026-04-03T13:47:00+00:00,instagram,True,35,,custom,complaint_damaged
msg_20260403_00802,2026-04-03T18:36:00+00:00,website,True,5,,general,status
msg_20260403_00803,2026-04-03T16:12:00+00:00,website,True,60,,care,complaint_late
msg_20260403_00804,2026-04-03T18:46:00+00:00,instagram,True,12,,intake,complaint_damaged
msg_20260403_00805,2026-04-03T19:14:00+00:00,instagram,False,,date_unavailable,custom,complaint_damaged
msg_20260403_00806,2026-04-03T20:40:00+00:00,instagram,True,5,,care,complaint_taste
msg_20260403_00807,2026-04-03T16:26:00+00:00,website,True,5,,custom,complaint_damaged
msg_20260403_00808,2026-04-03T12:01:00+00:00,instagram,True,35,,intake,status
msg_20260403_00809,2026-04-03T18:51:00+00:00,website,True,5,,custom,complaint_damaged
msg_20260403_00810,2026-04-03T16:26:00+00:00,whatsapp,True,60,,custom,complaint_late
msg_20260403_00811,2026-04-03T18:34:00+00:00,website,True,35,,custom,complaint_late
msg_20260403_00812,2026-04-03T19:04:00+00:00,instagram,True,8,,intake,complaint_damaged
msg_20260403_00813,2026-04-03T12:57:00+00:00,website,False,,other,intake,general_question
msg_20260403_00814,2026-04-03T15:52:00+00:00,website,True,120,,care,refund_request
msg_20260403_00815,2026-04-03T12:13:00+00:00,whatsapp,True,8,,intake,complaint_late
msg_20260403_00816,2026-04-03T19:56:00+00:00,website,True,20,,intake,status
msg_20260403_00817,2026-04-03T14:11:00+00:00,website,True,3,,intake,complaint_damaged
msg_20260403_00818,2026-04-03T12:25:00+00:00,instagram,True,35,,general,status
msg_20260404_00819,2026-04-04T16:07:00+00:00,instagram,True,20,,custom,refund_request
msg_20260404_00820,2026-04-04T20:33:00+00:00,website,True,20,,custom,complaint_late
msg_20260404_00821,2026-04-04T15:28:00+00:00,whatsapp,True,35,,intake,refund_request
msg_20260404_00822,2026-04-04T16:10:00+00:00,website,True,35,,intake,refund_request
msg_20260404_00823,2026-04-04T18:01:00+00:00,instagram,True,35,,care,complaint_late
msg_20260404_00824,2026-04-04T10:30:00+00:00,website,False,,allergen_unclear,custom,complaint_late
msg_20260404_00825,2026-04-04T11:39:00+00:00,website,True,60,,intake,general_question
msg_20260404_00826,2026-04-04T10:26:00+00:00,whatsapp,True,35,,intake,complaint_taste
msg_20260404_00827,2026-04-04T18:51:00+00:00,instagram,False,,no_reply_30min,care,complaint_damaged
msg_20260404_00828,2026-04-04T17:10:00+00:00,instagram,True,35,,care,complaint_late
msg_20260404_00829,2026-04-04T15:37:00+00:00,instagram,False,,allergen_unclear,general,refund_request
msg_20260404_00830,2026-04-04T12:41:00+00:00,whatsapp,True,12,,intake,refund_request
msg_20260404_00831,2026-04-04T16:44:00+00:00,instagram,True,120,,intake,complaint_late
msg_20260404_00832,2026-04-04T11:34:00+00:00,website,False,,other,care,complaint_taste
msg_20260404_00833,2026-04-04T12:32:00+00:00,whatsapp,True,35,,intake,complaint_late
msg_20260404_00834,2026-04-04T18:45:00+00:00,website,False,,no_reply_30min,general,complaint_late
msg_20260404_00835,2026-04-04T19:01:00+00:00,whatsapp,True,120,,intake,complaint_taste
msg_20260404_00836,2026-04-04T21:58:00+00:00,whatsapp,True,60,,care,general_question
msg_20260405_00837,2026-04-05T12:24:00+00:00,website,False,,no_reply_30min,intake,refund_request
msg_20260405_00838,2026-04-05T18:42:00+00:00,website,False,,custom_too_complex,care,status
msg_20260405_00839,2026-04-05T21:44:00+00:00,website,True,12,,intake,complaint_taste
msg_20260405_00840,2026-04-05T11:01:00+00:00,website,True,35,,intake,complaint_taste
msg_20260405_00841,2026-04-05T19:29:00+00:00,website,True,12,,care,complaint_late
msg_20260405_00842,2026-04-05T21:27:00+00:00,website,True,120,,custom,complaint_late
msg_20260405_00843,2026-04-05T19:38:00+00:00,website,False,,no_reply_30min,intake,complaint_damaged
msg_20260405_00844,2026-04-05T14:52:00+00:00,instagram,False,,price_concern,care,refund_request
msg_20260405_00845,2026-04-05T16:14:00+00:00,website,True,8,,intake,complaint_late
msg_20260405_00846,2026-04-05T11:12:00+00:00,whatsapp,True,12,,custom,complaint_damaged
msg_20260405_00847,2026-04-05T10:17:00+00:00,whatsapp,True,12,,general,complaint_damaged
msg_20260405_00848,2026-04-05T16:20:00+00:00,website,True,12,,intake,general_question
msg_20260405_00849,2026-04-05T15:40:00+00:00,website,True,20,,intake,refund_request
msg_20260406_00850,2026-04-06T10:53:00+00:00,website,True,20,,care,refund_request
msg_20260406_00851,2026-04-06T12:55:00+00:00,whatsapp,True,20,,intake,complaint_damaged
msg_20260407_00852,2026-04-07T16:26:00+00:00,website,True,120,,custom,complaint_late
msg_20260407_00853,2026-04-07T21:39:00+00:00,instagram,True,120,,general,complaint_damaged
msg_20260407_00854,2026-04-07T12:22:00+00:00,website,False,,price_concern,intake,complaint_taste
msg_20260407_00855,2026-04-07T16:10:00+00:00,whatsapp,True,60,,care,complaint_damaged
msg_20260407_00856,2026-04-07T12:25:00+00:00,whatsapp,True,20,,custom,complaint_late
msg_20260407_00857,2026-04-07T12:36:00+00:00,website,True,12,,care,complaint_taste
msg_20260407_00858,2026-04-07T15:57:00+00:00,instagram,True,20,,general,complaint_damaged
msg_20260407_00859,2026-04-07T21:23:00+00:00,website,True,120,,general,status
msg_20260407_00860,2026-04-07T11:15:00+00:00,website,True,5,,general,complaint_late
msg_20260407_00861,2026-04-07T19:43:00+00:00,instagram,True,35,,care,complaint_taste
msg_20260407_00862,2026-04-07T17:26:00+00:00,website,True,35,,custom,complaint_taste
msg_20260407_00863,2026-04-07T10:47:00+00:00,website,True,60,,custom,refund_request
msg_20260407_00864,2026-04-07T12:04:00+00:00,instagram,True,60,,general,complaint_damaged
msg_20260408_00865,2026-04-08T19:26:00+00:00,instagram,True,20,,care,complaint_damaged
msg_20260408_00866,2026-04-08T12:06:00+00:00,whatsapp,False,,other,intake,refund_request
msg_20260408_00867,2026-04-08T20:23:00+00:00,instagram,True,35,,general,refund_request
msg_20260408_00868,2026-04-08T15:15:00+00:00,whatsapp,True,20,,general,general_question
msg_20260408_00869,2026-04-08T12:22:00+00:00,whatsapp,True,8,,custom,general_question
msg_20260408_00870,2026-04-08T12:38:00+00:00,website,True,3,,intake,status
msg_20260408_00871,2026-04-08T17:13:00+00:00,website,True,8,,general,general_question
msg_20260408_00872,2026-04-08T19:55:00+00:00,website,True,5,,general,status
msg_20260408_00873,2026-04-08T18:37:00+00:00,whatsapp,True,20,,intake,complaint_taste
msg_20260408_00874,2026-04-08T16:43:00+00:00,instagram,False,,allergen_unclear,general,complaint_taste
msg_20260408_00875,2026-04-08T18:32:00+00:00,website,True,60,,care,general_question
msg_20260408_00876,2026-04-08T17:48:00+00:00,instagram,True,8,,intake,complaint_taste
msg_20260409_00877,2026-04-09T14:29:00+00:00,website,True,35,,care,status
msg_20260409_00878,2026-04-09T19:14:00+00:00,whatsapp,False,,no_reply_30min,care,complaint_damaged
msg_20260409_00879,2026-04-09T18:00:00+00:00,website,False,,no_reply_30min,custom,general_question
msg_20260409_00880,2026-04-09T17:27:00+00:00,instagram,True,8,,general,complaint_late
msg_20260409_00881,2026-04-09T13:51:00+00:00,whatsapp,True,5,,intake,refund_request
msg_20260409_00882,2026-04-09T15:28:00+00:00,instagram,False,,no_reply_30min,general,general_question
msg_20260409_00883,2026-04-09T13:42:00+00:00,whatsapp,True,35,,custom,status
msg_20260409_00884,2026-04-09T13:03:00+00:00,whatsapp,False,,price_concern,intake,status
msg_20260409_00885,2026-04-09T17:58:00+00:00,website,True,20,,care,general_question
msg_20260409_00886,2026-04-09T14:55:00+00:00,website,True,3,,care,complaint_late
msg_20260409_00887,2026-04-09T20:09:00+00:00,website,True,60,,care,general_question
msg_20260409_00888,2026-04-09T20:53:00+00:00,instagram,True,20,,care,complaint_damaged
msg_20260409_00889,2026-04-09T14:35:00+00:00,website,True,35,,general,status
msg_20260409_00890,2026-04-09T21:20:00+00:00,instagram,True,35,,intake,refund_request
msg_20260409_00891,2026-04-09T09:42:00+00:00,whatsapp,True,12,,intake,refund_request
msg_20260409_00892,2026-04-09T13:31:00+00:00,whatsapp,True,60,,care,general_question
msg_20260409_00893,2026-04-09T17:54:00+00:00,instagram,True,60,,care,status
msg_20260409_00894,2026-04-09T14:50:00+00:00,instagram,True,60,,intake,complaint_damaged
msg_20260409_00895,2026-04-09T14:53:00+00:00,instagram,True,35,,custom,complaint_taste
msg_20260409_00896,2026-04-09T20:00:00+00:00,whatsapp,True,20,,custom,complaint_taste
msg_20260410_00897,2026-04-10T21:34:00+00:00,instagram,True,120,,care,complaint_late
msg_20260410_00898,2026-04-10T20:10:00+00:00,website,False,,no_reply_30min,care,complaint_taste
msg_20260410_00899,2026-04-10T15:29:00+00:00,website,True,20,,intake,general_question
msg_20260410_00900,2026-04-10T14:01:00+00:00,whatsapp,True,120,,custom,complaint_taste
msg_20260410_00901,2026-04-10T18:09:00+00:00,website,True,8,,intake,status
msg_20260410_00902,2026-04-10T12:43:00+00:00,instagram,True,20,,intake,complaint_damaged
msg_20260410_00903,2026-04-10T16:17:00+00:00,website,False,,allergen_unclear,care,complaint_late
msg_20260410_00904,2026-04-10T20:23:00+00:00,whatsapp,True,20,,custom,complaint_damaged
msg_20260410_00905,2026-04-10T16:26:00+00:00,whatsapp,True,120,,intake,general_question
msg_20260410_00906,2026-04-10T20:19:00+00:00,website,True,5,,general,complaint_taste
msg_20260410_00907,2026-04-10T14:54:00+00:00,instagram,False,,price_concern,intake,complaint_taste
msg_20260410_00908,2026-04-10T11:18:00+00:00,whatsapp,True,5,,intake,complaint_taste
msg_20260410_00909,2026-04-10T13:10:00+00:00,whatsapp,True,12,,custom,refund_request
msg_20260410_00910,2026-04-10T16:55:00+00:00,website,False,,date_unavailable,intake,status
msg_20260410_00911,2026-04-10T21:56:00+00:00,instagram,False,,other,intake,general_question
msg_20260410_00912,2026-04-10T19:13:00+00:00,website,True,60,,care,general_question
msg_20260410_00913,2026-04-10T18:14:00+00:00,website,True,12,,intake,general_question
msg_20260410_00914,2026-04-10T11:25:00+00:00,website,True,3,,intake,complaint_taste
msg_20260410_00915,2026-04-10T17:18:00+00:00,whatsapp,True,5,,general,general_question
msg_20260410_00916,2026-04-10T20:31:00+00:00,website,True,120,,intake,complaint_damaged
msg_20260411_00917,2026-04-11T11:29:00+00:00,whatsapp,True,20,,intake,status
msg_20260411_00918,2026-04-11T13:44:00+00:00,website,True,35,,custom,status
msg_20260411_00919,2026-04-11T12:50:00+00:00,website,True,5,,intake,complaint_taste
msg_20260411_00920,2026-04-11T10:32:00+00:00,whatsapp,False,,date_unavailable,intake,general_question
msg_20260411_00921,2026-04-11T20:05:00+00:00,website,True,5,,care,status
msg_20260411_00922,2026-04-11T13:05:00+00:00,whatsapp,True,20,,intake,complaint_taste
msg_20260411_00923,2026-04-11T19:44:00+00:00,whatsapp,True,60,,intake,complaint_taste
msg_20260411_00924,2026-04-11T15:39:00+00:00,whatsapp,True,60,,general,general_question
msg_20260411_00925,2026-04-11T13:04:00+00:00,whatsapp,False,,allergen_unclear,care,complaint_late
msg_20260411_00926,2026-04-11T15:44:00+00:00,website,True,12,,intake,complaint_taste
msg_20260411_00927,2026-04-11T08:38:00+00:00,whatsapp,True,20,,intake,complaint_taste
msg_20260411_00928,2026-04-11T15:59:00+00:00,website,True,3,,intake,status
msg_20260411_00929,2026-04-11T12:14:00+00:00,whatsapp,True,5,,intake,general_question
msg_20260411_00930,2026-04-11T13:25:00+00:00,website,True,12,,care,general_question
msg_20260411_00931,2026-04-11T09:40:00+00:00,website,True,20,,intake,status
msg_20260411_00932,2026-04-11T14:47:00+00:00,whatsapp,True,35,,intake,complaint_taste
msg_20260411_00933,2026-04-11T19:28:00+00:00,instagram,True,60,,general,refund_request
msg_20260411_00934,2026-04-11T19:27:00+00:00,website,True,60,,care,refund_request
msg_20260411_00935,2026-04-11T14:31:00+00:00,instagram,True,35,,intake,complaint_late
msg_20260412_00936,2026-04-12T11:45:00+00:00,whatsapp,True,12,,intake,complaint_taste
msg_20260412_00937,2026-04-12T19:00:00+00:00,website,True,20,,intake,complaint_late
msg_20260412_00938,2026-04-12T20:20:00+00:00,whatsapp,True,12,,care,complaint_damaged
